Molecule Name,SMILES,LogD,KSOL,HLM CLint,RLM CLint,MLM CLint,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux,MPPB,MBPB,MGMB
E-0011626,Cc1c2ccncc2cc2c3cc(Oc4ccnc(N)c4)ccc3n(C)c12,,< 1.56,79.5,,833.2,,,0.3,,
E-0011627,Cc1c2ccncc2cc2c3cc(Oc4cccc(N)n4)ccc3n(C)c12,,< 1.56,152.4,,792.2,,,0.4,,
E-0011628,Cc1c2ccncc2cc2c3cc(Oc4ccccn4)ccc3n(C)c12,,< 1.56,394.8,,808.7,,,1.4,,
E-0011629,COCCNC(=O)c1ccc2c(c1)c1nc3cnccc3nc1n2C,,4.29,12,,622.8,,,12,,
E-0011630,Cc1c2ccncc2cc2c3cc(Oc4ccncc4)ccc3n(C)c12,,< 1.56,128,,492.1,,,0.6,,
E-0011631,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(F)c(F)cc3n(C)c12,,3.67,15.4,,937.8,,,1.3,,
E-0011632,Cn1c2ccc(OCCNC3CCC(F)(F)CC3)cc2c2nc3cnccc3nc21,,168,34.3,,718.4,,,3.7,,
E-0011633,Cc1c2ccnc(C(=O)NCCN)c2cc2c3cc(F)ccc3n(C)c12,,< 1.56,< 8.6,,316.9,,,1.8,,
E-0011634,Cn1c2ccc(OCC(N)=O)cc2c2cc3ccccc3nc21,,< 1.56,81.5,,494.5,,,1.7,,
E-0011635,Cc1c2ccnc(C(=O)NCCN)c2cc2c3cc(F)c(F)cc3n(C)c12,,< 1.56,< 8.6,,80.7,,,0.6,,
E-0011636,Cn1c2ccc(OCCNC3CCOCC3)cc2c2nc3cnccc3nc21,,210,16.3,,452.9,,,21.1,,
E-0011637,Cc1cc(-n2cccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,3.1,33.2,10.2,,1769.5,,,0.6,,
E-0011638,Cc1cc(-n2ccnc2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,2.8,55.1,8.1,,226.6,,,1.7,,
E-0011639,Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3ccccc3nc21,,132,< 8.6,,1484.7,,,3.4,,
E-0011640,Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3cc21,,178,13.9,,642.4,,,16.7,,
E-0011641,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc(Cl)c(Cl)cc3nc21,,< 1.56,< 8.6,,49.8,,,0.4,,
E-0011642,Cn1c2ccc(OCCN3CCCCC3)cc2c2cc(-c3ccncc3)ccc21,,146,12.2,,345.3,,,4,,
E-0011643,Cn1c2ccc(C(=O)NCCO)cc2c2nc3cnccc3cc21,,134,13.7,,720,,,10.6,,
E-0011644,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(F)ccc3n(C)c12,,71.1,< 8.6,,1334.9,,,6.3,,
E-0011645,Cn1c2ccc(OCCN3CCCCC3)cc2c2ccc(-c3ccncc3)cc21,,106,35.5,,300.3,,,1.3,,
E-0011646,O=C1CCc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2N1,2.6,61.1,2.4,,527.7,,,4.8,,
E-0011647,Cn1c(=O)ccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,2.8,26.1,13.3,,210.3,,,3.7,,
E-0011648,c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,3.3,49,20,,1447.9,14.28,0.41,2.8,0.6,
E-0011649,C[C@H](N)COc1ccc2c(c1)c1cc3ccccc3nc1n2C,,126,< 8.6,,248.4,,,2.5,,
E-0011650,Cc1c2ccncc2cc2c3cc(Oc4cccnc4)ccc3n(C)c12,,< 1.56,213.7,,893.9,,,0.1,,
E-0011651,Cn1c2ccc(OCC(N)=O)cc2c2cc3ccncc3nc21,,4.69,84.4,,976.8,,,12.9,,
E-0011652,Cc1c2ccncc2cc2c3ccccc3n(CCN(C)C)c12,,121,93.5,,1419.5,,,1.3,,
E-0011653,Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(F)c(F)cc3n(C)c12,,8.16,10.3,,590.4,,,0.9,,
E-0011654,Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3ccncc3nc21,,123,35.3,,1295.3,,,6.7,,
E-0011655,CN1CCN=C1COc1ccc2c(c1)c1cc3ccccc3nc1n2C,,114,< 8.6,,2503.9,,,0.8,,
E-0011656,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc(F)c(F)cc3nc21,,114,19.3,,306.1,,,2.2,,
E-0011657,Cc1c2ccncc2cc2c3cc(Oc4ccc(N)nc4)ccc3n(C)c12,,< 1.56,78.9,,1298.2,,,< 0.6,,
E-0011658,CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,2.9,99.8,9,,1377.7,,,4.5,,
E-0011659,COc1ccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2n1,4.4,50,17.2,,172.8,,,0.5,,
E-0011660,c1cc(OCCN2CCCCC2)cc(-c2ccc3ccnnc3c2)c1,2.4,107,36.9,,1081.1,,,11,,
E-0011661,c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)nc2cn1,2.5,102,11.8,,500,,,18.9,,
E-0011662,O=C1Cc2ccc(-c3ccc(O)cc3)cc2N1,2.5,94.2,41.2,,364,,,4.7,,
E-0011663,Oc1ccc(-c2ccc3ccncc3c2)cc1,3.6,0.907,72.8,,1409.5,,,1.1,,
E-0011664,O=C1Cc2ccc(-c3cccc(O)c3)cc2N1,2.5,80.4,88.8,,2271,,,5.5,,
E-0011665,CN1C(=O)Cc2ccc(-c3cccc(O)c3)cc21,2.6,73,128,,2282.9,,,4.3,,
E-0011666,Oc1cccc(-c2ccc3ccncc3c2)c1,3.6,10.2,98.6,,1433.7,,,1.7,,
E-0011667,COc1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,> 4.1,1.38,103,,1894.8,,,0.1,,
E-0011668,CN(C)c1cccc(Nc2nc(-c3ccc(F)cc3)cs2)c1,,0.43,84.8,,4090.6,,,0,,
E-0011669,COc1cc(Nc2nccc(=O)[nH]2)cc(OC)c1,1.3,94.1,22,,1559.2,,,27.3,,
E-0011670,COc1cccc(Nc2nccc(=O)[nH]2)c1,1.1,103,15.5,,691,,,41.1,,
E-0011671,Cc1cccc(Nc2nccc(=O)[nH]2)c1,1.5,97.4,21.4,,666.4,,,30.1,,
E-0011672,Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(F)ccc3n(C)c12,,27.9,< 8.6,,597.5,,,1.9,,
E-0011673,COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2CCN1CCCCC1,,138,44.6,,1088.5,,,0.2,,
E-0011674,Cc1c2ccncc2cc2c3ccccc3n(CC3=NCCN3)c12,,193,25.6,,205.9,,,19.9,,
E-0011675,Cc1c2ccncc2cc2c3ccccc3n(CCN3CCCCC3)c12,,145,46.8,,1019.7,,,0.2,,
E-0011676,Cc1c2ccncc2cc2c3ccccc3n(CCN3CCOCC3)c12,,145,60.3,,1083.4,,,1.5,,
E-0011677,Cn1c2ccc(OCCN)cc2c2nc3cnccc3nc21,,146,15,,266,,,32.8,,
E-0011678,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3nc21,,116,23.6,,1400.4,,,5.3,,
E-0011679,C[C@H](N)COc1ccc2c(c1)c1cc3ccncc3nc1n2C,,179,14.5,,279,,,19,,
E-0011694,Fc1cc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc(N2CCOCC2)c1,4,0.13,127.6,,3063.2,14.8,0.7,0.6,0.22,
E-0011695,O=C1Cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2N1,2.5,75,5.1,,91.9,,,8.2,,
E-0011696,CN1C(=O)Cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,2.6,85,6.9,,881.9,,,5.2,,
E-0011697,O=C1Cc2ccc(-c3cccc(OCCN4CCCCC4)c3)cc2N1,2.5,74.8,6.9,,186.2,,,12.4,,
E-0011698,c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2nn1,2.4,91.8,15,,649.4,,,9.1,,
E-0011699,c1cc(OCCN2CCCCC2)cc(-c2ccc3ccncc3c2)c1,3.5,70.2,95.2,,1150.7,,,3.1,,
E-0011700,CN1C(=O)Cc2ccc(-c3ccc(O)cc3)cc21,2.6,6.34,56.8,,570.3,,,2.7,,
E-0011701,Fc1ccc(-c2csc(Nc3ccc4ccccc4c3)n2)cc1,,0.404,257.7,,373.7,,,0,,
E-0011702,Fc1ccc(-c2csc(Nc3ccncc3)n2)cc1,4.2,2.27,620.8,,264,,,1.8,,
E-0011703,COc1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,,0.0616,375.7,,1608.8,,,0.2,,
E-0011704,CN(C)c1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,,< 0.0200,114.6,,2771.7,,,0,,
E-0011705,CN(C)c1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,,< 0.800,185.6,,1234.3,,,0,,
E-0011706,Nc1ccnc2cc(-c3ccccc3)nn12,3,103,659.3,,2141.8,,,4.5,,
E-0011753,COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2CCN1CCOCC1,,116,138.6,,1379.9,,,0.9,,
E-0011754,CNCCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,,193,< 8.6,,492.4,,,36.8,,
E-0011755,CNCCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,231,9.2,,204.3,,,4,,
E-0011756,C[C@H](N)COc1ccc2c(c1)c1cc3cnccc3nc1n2C,,171,< 8.6,,343.6,,,18.7,,
E-0011757,Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3cnccc3nc21,,204,17.9,,1032.7,,,7.9,,
E-0011758,Cc1cc(-c2nccs2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,3.3,43.3,9.6,,1273.3,,,0.1,,
E-0011759,CN1C(=O)Cc2ccc(-c3cccc(OCCN4CCCCC4)c3)cc21,2.2,78.4,15.2,,814.4,,,6.7,,
E-0011760,Cc1cc(C2(C#N)CC2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,2.8,47.1,6.5,,1260.2,,,0.8,,
E-0011761,Cc1cc(C#N)cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,3.3,50,25.9,,1145.5,,,1.3,,
E-0011762,O=c1ccnc(Nc2cc(Cl)cc(Cl)c2)[nH]1,2.6,81.3,52.7,,1341.7,,,0.2,,
E-0011763,O=c1ccnc(Nc2cccc(Cl)c2)[nH]1,1.7,82.6,27.6,,587.2,,,13.4,,
E-0011764,CN1CCN=C1COc1ccc2c(c1)c1cc3ccncc3nc1n2C,,174,15.8,,388.9,,,14.1,,
E-0011765,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc4c(cc3nc21)OCO4,,145,13.9,,254.4,,,1.7,,
E-0011766,Cn1c2ccc(OCC(N)=O)cc2c2cc3cnccc3nc21,,131,55.1,,2447.6,,,5.1,,
E-0011791,CS(=O)(=O)Nc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,1.7,6.94,18.6,,708.9,1.65,23.6,,,
E-0011802,Cc1cc(C#N)cc2c3cc(Oc4ccnc(N)c4)ccc3n(C)c12,4.3,1.39,73.1,,572.8,,,0.1,,
E-0011803,COCCNC(=O)c1ccc2c(c1)c1cc(C#N)cc(C)c1n2C,3.1,2.48,163.1,,753.7,,,2,,
E-0011804,COc1cc(Nc2nc(-c3ccccc3)cc(=O)[nH]2)cc(OC)c1,4,1.6,76.8,,315.8,,,0.2,,
E-0011805,Nc1cc(C2CC2)nc2cc(-c3ccccc3)nn12,3.8,8.2,276.9,,776,,,1.2,,
E-0011806,COc1ccc(-c2cc(N)n3nc(-c4ccccc4)cc3n2)cc1,4.8,0.1,22.7,,169.2,,,0,,
E-0011807,COc1cccc(-c2cc(N)n3nc(-c4ccccc4)cc3n2)c1,3.8,0.5,43.3,,314.9,,,0.1,,
E-0011808,COC(=O)c1n[nH]cc1Nc1ccccc1,1.5,74.3,382,,1096.3,,,21.1,,
E-0011833,CC(C)c1cc(N)n2nc(-c3ccccc3)cc2n1,3.9,17.1,295.9,,4604.6,,,,,
E-0011834,C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,3.2,33,165,,1488,,,,,
E-0011835,COc1ccccc1-c1cc2nc(-c3ccccc3)cc(N)n2n1,4.5,0.146,48,,1041.1,,,,,
E-0011836,COC(=O)c1nn(Cc2ccccc2)cc1N,1.1,100,8.2,,46.7,,,,,
E-0011837,COC(=O)c1c(N)cnn1Cc1ccccc1,1.7,93,19.8,,91.2,,,,,
E-0011838,Cc1cc(-c2cnccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,2.8,78.6,9.2,,1125.1,,,,,
E-0011839,Cc1cc(-c2cncs2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,3.3,64.1,10.2,,532.2,,,,,
E-0011840,Cc1cc(C#N)cc2c3cc(OCCNC4CCC(F)(F)CC4)ccc3n(C)c12,3.9,5.7,56.5,,1019.4,,,,,
E-0011841,Cc1c2ccncc2cc2c3cc(OCC4CNC4)ccc3n(C)c12,1.1,58.2,4.3,,212,,,,,
E-0011842,Cc1c2ccncc2cc2c3cc(OC4CCNC4)ccc3n(C)c12,1.7,67.8,3.2,,374.5,,,,,
E-0011863,COC(=O)c1n[nH]cc1N(C)C,0.2,68.7,8.2,,38.4,,,,,
E-0011864,Fc1ccc(-c2csc(Nc3cccc(N4CCOCC4)c3)n2)cc1,,0.14,220.8,,1413.3,,,,,
E-0011865,Nc1cc(-c2ccccc2)nc2c(-c3ccccc3)cnn12,5,0.46,26.6,,74.6,,,,,
E-0011866,CCCc1cc(N)n2nc(-c3ccccc3)cc2n1,4.1,6.49,245.1,,4504.6,,,,,
E-0011867,CN(C)c1cc(-c2ccccc2)nc2cc(-c3ccccc3)nn12,5,0.61,114.3,,2393.7,,,,,
E-0011868,Cc1cc2nc(-c3ccccc3)cc(N)n2n1,3.1,29.6,277.8,,2133.6,,,,,
E-0011869,COc1ccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)cc1,4.9,0.02,932.1,,257.8,,,,,
E-0011870,COc1cccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)c1,4.1,0.02,50.4,,600.6,,,,,
E-0011871,OCCNc1cc(-c2ccccc2)nc2cc(-c3ccccc3)nn12,4.3,0.93,41,,376.8,,,,,
E-0011872,O=C(c1n[nH]c2ccccc12)N1CCC(Nc2ccc(Cl)cc2)CC1,3.8,0.39,8.9,,166.2,25.96,0.9,,,
E-0011873,O=C(c1n[nH]c2ccccc12)N1CCC(NCc2ccc(Cl)cc2)CC1,2.7,75.5,26.5,,352.8,,,,,
E-0011874,O=C(c1n[nH]c2ccccc12)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,4.1,1.29,48.2,,758.4,24.23,1,0.9,0.5,
E-0011875,Cc1c2ccncc2cc2c3cc(OCC4(C)CNC4)ccc3n(C)c12,1.8,43,8.1,,272.4,,,,,
E-0011877,Cc1c2ccncc2cc2c3cc(OCC4CCN4)ccc3n(C)c12,2,34.7,8.8,,382.4,,,,,
E-0011880,Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,3.9,4.77,27.6,,2065.7,20.19,0.72,1.2,0.3,
E-0011881,c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2cn1,2.2,67.6,10.9,,883.6,29.83,0.84,,,
E-0011882,c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2nn1,1.4,84.5,5.3,,787.4,34.24,0.93,,,
E-0011883,CNc1cc2ccncc2cc1-n1cc(OCCN2CCCCC2)cn1,2.1,84.4,11.9,,1504.8,13.84,0.85,,,
E-0011884,Cc1c2ccncc2cc2c3cc(OCCNC4CCOCC4)ccc3n(C)c12,3.2,58.5,0,,360.3,0.82,0.66,,,
E-0011885,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC4CCOCC4)ccc3n(C)c12,3.5,47.9,7.4,,354.1,0.51,0.89,,,
E-0011888,Nc1cc(-c2ccccc2)nc2nc(-c3ccccc3)cn12,3.9,0.05,6.7,,53.4,21.16,0.91,,,
E-0011889,COC(=O)c1nn(-c2ccccc2)cc1N,1.5,90.4,398.8,,1176.4,2.3,0.83,,,
E-0011890,COC(=O)c1nn(C(C)C)cc1N,0.2,89.1,11.1,,202.9,31.75,0.86,,,
E-0011891,O=C(c1nn(CCO)c2ccccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,3.6,4.74,5.2,,336.9,31.5,0.73,,,
E-0011892,CN(C)CCn1nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c2ccccc21,3.7,25.8,87.2,,2186.3,18.27,0.85,,,
E-0011893,CN1CCN(c2cccc(Nc3nc(-c4ccc(F)cc4)cs3)c2)CC1,4.4,12.2,40.9,,2240.3,2.64,1.77,,,
E-0011894,CN(C)CCCOc1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,3.4,42.2,12.5,,456.5,2.56,1.37,,,
E-0011895,O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccccc2Cl)CC1,4.2,1.99,393.9,,2759.1,18.23,1.02,,,
E-0011896,O=C(c1n[nH]c2ccccc12)N1CCC(Oc2cccc(Cl)c2)CC1,4,4.53,36,,327,9.8,0.84,,,
E-0011897,O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(C(F)(F)F)cc2)CC1,4.6,0.9,0,,62.5,6.91,0.63,0.2,0,
E-0011898,O=C(c1n[nH]c2ccccc12)N1CC(NCc2ccc(Cl)cc2)C1,3.5,2.51,69.5,,775.5,37.81,0.53,,,
E-0011899,O=C(c1n[nH]c2ccccc12)N1CCN(Cc2ccccc2Cl)CC1,3.6,6.69,291.5,,3126.3,32.64,0.54,,,
E-0011900,O=C(c1n[nH]c2ccccc12)N1CCN(Cc2cccc(Cl)c2)CC1,3.7,33.6,72.6,,1222.4,32.5,1.05,,,
E-0011901,O=C(c1n[nH]c2ccccc12)N1CCN(Cc2ccc(F)cc2)CC1,3.1,18.2,21.2,,625.5,42.69,0.83,,,
E-0011908,Cc1ccc2[nH]nc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)c2c1,4.3,0.22,17.4,,351.4,4.4,0.9,,,
E-0011911,O=C(c1n[nH]c2cc(F)ccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,,0.6,4,,163.7,4.43,1.22,,,
E-0011913,COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)n[nH]c2c1,4.2,0.764,14.5,,175.3,8.9,0.8,,,
E-0011920,O=C(c1n[nH]c2ncccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,3.9,3.83,6.9,,145.6,27.91,1.15,,,
E-0011924,Cc1cc(-c2ccccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,3.2,50.9,16.1,,1474.9,1.25,1.16,,,
E-0011925,Cc1cc(-c2ncccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,2.9,53.4,6.1,,1043.5,3.42,0.67,,,
E-0011927,Cc1cc(-c2ccncn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,2.8,58.4,17.6,,1054.8,3.75,0.74,,,
E-0011928,c1cncc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,2.4,67.8,40.6,,1801.2,38.51,0.74,4.8,8.84,
E-0011929,NC(=O)Cc1ccc(Nc2nccc(-c3cccc(C(N)=O)c3)n2)cc1,1.4,2.73,6.2,,193.2,0.66,62.68,,,
E-0011930,c1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cc(N2CCOCC2)c1,3.3,8.17,171.8,,7083.5,25.12,1,,,
E-0011931,CC(C)N1CCN(c2ncn(-c3ccc(Nc4ncccn4)cc3)n2)CC1,1.9,67.7,12,,660,36.13,0.99,,,
E-0011932,CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,1.9,21.4,5.9,,221.2,1.68,32.61,,,
E-0011933,Nc1nc2c(-c3ccccc3)cnn2cc1-c1ccccc1,4,0.21,99.7,,6019.2,< 26.27,,,,
E-0011934,Nc1c(-c2ccccc2)cnc2c(-c3ccccc3)cnn12,4.4,0.13,104,,7025.8,< 16.49,,,,
E-0011937,CN(C)CCOc1ccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)cc1,3.3,3.1,39.7,,1484.4,8,0.53,,,
E-0011938,Cn1cc(C(=O)N2CCN(c3ccc(CN4CCC4)cc3)CC2)c2cccnc21,0.3,97.2,0,,23.6,11.97,2.11,,,
E-0011939,Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(F)C4)cc3)CC2)c2cccnc21,1.8,112,22.4,,940.5,20.41,0.89,,,
E-0011940,Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(C(F)(F)F)C4)cc3)CC2)c2cccnc21,2.8,47.4,33.2,,1250.6,30.59,0.98,,,
E-0011941,Cc1c(N)c(-n2cc(OCCN3CCCCC3)cn2)cc2cnccc12,2,77.4,20,,1192.5,13.56,0.72,,,
E-0011942,CS(=O)(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,2.6,61.6,45.1,,3194.3,17.04,1.46,,,
E-0011943,CC(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,2.9,53.6,63.5,,3588.1,21.23,1.13,4.4,3.27,
E-0011944,Fc1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cc(N2CCOCC2)c1,3.6,1.26,152.9,,3250.3,9.31,0.53,1.4,0.38,
E-0011945,NC(=O)Cc1ccc(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)cc1,2.8,4.1,11.2,,336,17.35,1.26,,,
E-0011946,CN1CCN(c2cc(F)cc(-c3ccnc(Nc4ccc(CC(N)=O)cc4)n3)c2)CC1,2.5,12.2,20.2,,1166.9,11.77,2.41,,,
E-0011947,CC(C)N1CCN(c2ncn(-c3ccc(Nc4ncc(-c5ccccc5)cn4)cc3)n2)CC1,4,2.98,50.4,,2937,2.55,0.65,,,
E-0011948,CC(C)N1CCN(c2ncn(-c3ccc(Nc4ncc(-c5cccc(F)c5)cn4)cc3)n2)CC1,4.1,1.38,61.9,,2881.5,1.53,0.57,,,
E-0011949,Cn1nc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)c2ccccc21,3.5,29,41.6,,2227.9,39.47,0.66,,,
E-0011950,CN(c1ccc(Cl)cc1)C1CCN(C(=O)c2n[nH]c3ccccc23)CC1,4.5,1.54,25.5,,1179.4,10.84,0.77,,,
E-0011951,O=C(c1n[nH]c2ccccc12)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,3.9,2.63,22.3,,1104.3,31.04,0.5,,,
E-0011952,O=C(c1n[nH]c2ccccc12)N1CCN(Cc2ccc(Cl)cc2F)CC1,3.8,3.34,30.2,,1036.6,33.07,0.68,,,
E-0011953,CCCn1nc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)c2ccccc21,4.6,0.51,121.7,,3695.6,6.27,0.61,,,
E-0011954,CC(C)n1nc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)c2ccccc21,4.3,2.64,112.3,,3540.8,9.54,0.82,,,
E-0011955,O=C(c1noc2ccccc12)N1CCN(Cc2ccc(Cl)cc2)CC1,3.9,2.34,96.7,,2737.9,24.03,0.56,,,
E-0011956,O=C(c1nsc2ccccc12)N1CCN(Cc2ccc(Cl)cc2)CC1,4,1.04,73,,3640.1,26.53,0.64,,,
E-0011971,COc1ccc2[nH]c3c(=O)n(CC4CCC(=O)NC4)cnc3c2c1,1.2,70.6,3.4,,97.2,2.4,9.61,,,
E-0011983,COc1ccc2[nH]c3c(=O)n(CC4CC5(CNC5)C4)cnc3c2c1,-0.5,83.8,0.4,,66.7,2.01,2.62,,,
E-0011988,COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)cnc3c2c1,1.4,67.8,1.9,,94.4,29.94,0.97,47.5,,
E-0011989,COc1ccc2[nH]c3c(=O)n(C[C@H]4CCCN(C)C4)cnc3c2c1,1.4,75,1.5,,39.4,26.49,1.07,,,
E-0011991,COc1ccc2[nH]c3c(=O)n(CCCN4CCCC4)cnc3c2c1,1.1,77.3,0.3,,37.4,31.07,0.95,,,
E-0012036,COc1ccc2[nH]c3c(=O)n(CCCN4CCC(OC)CC4)cnc3c2c1,1.7,72.1,3.6,,58,32.95,1.15,,,
E-0012037,COc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)cnc3c2cc1OC,1.2,71.6,1.5,,52,14.72,1.96,,,
E-0012055,COc1ccc2[nH]c3c(=O)n(CCCN(C)C4CCCCC4)cnc3c2c1,2,71.6,55.2,,213.5,32.85,0.72,30.1,3.36,
E-0012083,Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(O)C4)cc3)CC2)c2cccnc21,0.4,74,7.1,,29.7,5.58,4.02,42.5,30.34,
E-0012085,COc1cc(N)ncc1CCCN(C)CCCn1cnc2c([nH]c3ccccc32)c1=O,1.4,78.8,6.9,,69.3,1.5,19.01,,,
E-0012099,COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)CC3)cn2)C1,1.6,74.8,17.6,,95.5,29.04,1.21,,,
E-0012105,COc1ccc2[nH]c3c(=O)n(CCCN(C)CCCc4cnc(N)cc4OC)cnc3c2c1,1.4,65,12.9,,99.6,1.12,24.88,,,
E-0012110,COC1CN(Cc2ccc(N3CCN(C(=O)c4cc(-c5ccccc5)on4)CC3)cc2)C1,2.7,36.8,10.9,,1339.1,31.83,0.68,2.5,,
E-0012116,COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)CC3)cc2)C1,1.9,63.8,31,,235.9,27.54,1.03,15.9,7.65,
E-0012118,COC1CN(Cc2ccc(N3CCN(C(=O)c4cc5ccccc5n4C)CC3)cc2)C1,2.3,66.7,80,,763.8,27.79,0.64,,,
E-0012129,COC1CN(Cc2ccc(N3CCN(C(=O)c4cc(-c5ccccc5)n(C)n4)CC3)cc2)C1,2.3,74.6,14.6,,494.6,35.89,0.79,,,
E-0012133,COC1CN(Cc2ccc(N3CCN(C(=O)c4c(C)n(C)c5ccccc45)CC3)cc2)C1,2.3,70.4,159.3,,110.4,27.36,0.87,13.6,,
E-0012135,COc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,2.5,22.1,28.4,,482.8,24.01,0.74,8.8,,
E-0012136,COc1ccc2c(c1)c(C(=O)N1CCN(c3ccc(CN4CC(OC)C4)cc3)CC1)cn2C,2,25.6,7.5,,85.1,28.23,0.87,12.1,,
E-0012140,COC1CN(Cc2ccc(N3CCN(C(=O)c4c5ccccc5n5ccccc45)CC3)cc2)C1,2.7,65.6,206.1,,753.9,19.78,1.02,,,
E-0012145,COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cnc3c2c1,1.6,75,7,,79.5,34.83,0.8,44.7,7.7,
E-0012146,CCOc1ccc2c(c1)c1ncn(CCCN(C)C3CCCCC3)c(=O)c1n2C,,,,,,,,5.1,0.8,
E-0012150,Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(C)(O)C4)cc3)CC2)c2cccnc21,0.9,60.8,4.9,,17.4,4.71,3.54,,,
